id;id_list_products;title;condition;procuct_type;price;suggested_price;sold;review_rating;review_amount;seller_name;url;created_at;updated_at;part_number_detectado;score_suspeita;classificacao;probabilidade_pirata;preco_sugerido;desvio_preco;motivos
83;104;Kit De Cartuchos Originais Hp 667 Xl Black + Color;Novo ;Original;284.57;345.8;100;4.2;0;TECNO EKN;https://www.mercadolivre.com.br/kit--de-cartuchos-originais-hp-667-xl-black--color/up/MLBU1440498316?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=56&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2940742305&sid=search;2025-10-06 05:31:20;2025-10-06 05:31:20;hp667;55;MÉDIA SUSPEITA;40-70%;345.8;-17.7%;Vendedor não autorizado, Preço -17.7% abaixo do sugerido (suspeito)
84;105;Cartucho De Tinta Hp 667 Preto Original P/ 2776, 2775, 2376;Novo ;Original;63.9;69.9;100;4.7;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-preto-original-p-2776-2775-2376/up/MLBU753365784?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=57&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2685042313&sid=search;2025-10-06 05:31:36;2025-10-06 05:31:36;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;-8.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
85;106;"HP 667XL Cartucho de tinta Preta 3ym80al
MAIS VENDIDO
11º em Cartuchos de Tinta";Novo ;Original;154.57;172.9;1000;4.5;0;MVCARTUCHOS8;https://www.mercadolivre.com.br/hp-667xl-cartucho-de-tinta-preta-3ym80al/p/MLB22549449?pdp_filters=item_id:MLB4134323475#is_advertising=true&searchVariation=MLB22549449&backend_model=search-backend&position=1&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=MWM5YjYwZGEtYWFmNC00MTUzLWIxN2MtMDNlN2Y2MWNlZjI0;2025-10-06 05:31:53;2025-10-06 05:31:53;3ym80al;30;BAIXA SUSPEITA;10-40%;172.9;-10.6%;Vendedor não autorizado
86;107;Kit De Cartuchos Originais Hp 667 Xl Black + Color;Novo ;Original;284.57;345.8;100;4.2;0;TECNO EKN;https://www.mercadolivre.com.br/kit--de-cartuchos-originais-hp-667-xl-black--color/up/MLBU1440498316?pdp_filters=item_id:MLB2940742305#is_advertising=true&searchVariation=MLBU1440498316&backend_model=search-backend&position=2&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=MDQxYjI1MDQtZTY3ZC00NmVmLThmM2UtMDZiNGM4MjI5ZDI5;2025-10-06 05:32:10;2025-10-06 05:32:10;hp667;55;MÉDIA SUSPEITA;40-70%;345.8;-17.7%;Vendedor não autorizado, Preço -17.7% abaixo do sugerido (suspeito)
87;108;"Kit Cartucho Hp 667 667xl Deskjet 2776 Preto E Color Full
MAIS VENDIDO
15º em Cartuchos de Tinta HP";Novo ;Original;262.67;285.9;1000;4.6;0;DL20250527161415;https://www.mercadolivre.com.br/kit-cartucho-hp-667-667xl-deskjet-2776-preto-e-color-full/p/MLB48152766?pdp_filters=item_id:MLB4159307791#is_advertising=true&searchVariation=MLB48152766&backend_model=search-backend&position=3&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=3&ad_click_id=OTFjN2FjNDktZjllYi00MTcwLWI0N2QtODk5NWZjZmRkNTFk;2025-10-06 05:32:24;2025-10-06 05:32:24;hp667;30;BAIXA SUSPEITA;10-40%;285.9;-8.1%;Vendedor não autorizado
88;109;Cartucho De Tinta Hp 667 Preto Original P/ 2776, 2775, 2376;Novo ;Original;63.9;69.9;100;4.7;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-preto-original-p-2776-2775-2376/up/MLBU753365784?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2685042313&sid=search;2025-10-06 05:32:38;2025-10-06 05:32:38;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;-8.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
89;110;Cartucho 667xl Preto Original Hp 2375 2376 2775 2776 6476;Novo ;Original;213.44;172.9;100;4.7;0;Loja oficialPrimer Print;https://www.mercadolivre.com.br/cartucho-667xl-preto-original-hp-2375-2376-2775-2776-6476/up/MLBU1967266580?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB1774404812&sid=search;2025-10-06 05:32:52;2025-10-06 05:32:52;hp2375;45;MÉDIA SUSPEITA;40-70%;172.9;23.4%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
90;111;Kit 2 Cartuchos Hp 667 Pretos 1275 2376 2775 2776 6475;Novo ;Original;179.99;139.8;100;4.8;0;LKF COMERCIO;https://www.mercadolivre.com.br/kit-2-cartuchos-hp-667-pretos-1275-2376-2775-2776-6475/p/MLB2038778461?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB1733170168&sid=search;2025-10-06 05:33:07;2025-10-06 05:33:07;hp667;30;BAIXA SUSPEITA;10-40%;139.8;28.7%;Vendedor não autorizado
91;112;Kit Cartuchos Tinta Hp 667 Preto + Hp 667 Color;Novo ;Original;135.0;144.8;50;5.0;0;gigajet;https://www.mercadolivre.com.br/kit-cartuchos-tinta-hp-667-preto-hp-667-color/p/MLB2042116435?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB5708653980&sid=search;2025-10-06 05:33:24;2025-10-06 05:33:24;hp667;0;PROVAVELMENTE ORIGINAL;0-10%;144.8;-6.8%;Nenhuma irregularidade detectada
92;113;Cartucho 667 Hp Preto Original 1275 2374 2376 2775 6476;Novo ;Original;63.5;69.9;50;4.9;0;MELIMELI12;https://www.mercadolivre.com.br/cartucho-667-hp-preto-original--1275-2374--2376-2775--6476/up/MLBU1976127767?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=8&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3634819049&sid=search;2025-10-06 05:33:39;2025-10-06 05:33:39;;65;MÉDIA SUSPEITA;40-70%;69.9;-9.2%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original', Número de parte (PN) inválido ou ausente
93;114;Cartucho Tinta Original Hp 667 Preto Advantage 2376 2776;Novo ;Original;71.9;69.9;50;5.0;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/cartucho-tinta-original-hp-667-preto-advantage-2376-2776/up/MLBU797131623?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3512772604&sid=search;2025-10-06 05:33:53;2025-10-06 05:33:53;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;2.9%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
94;115;Cartuchos De Tinta Original Hp 667 Kit 2 Preto 1 Colorido;Novo ;Original;279.9;214.7;100;4.7;0;Loja oficialTec Print;https://www.mercadolivre.com.br/cartuchos-de-tinta-original-hp-667-kit-2-preto-1-colorido/up/MLBU1449094107?pdp_filters=item_id:MLB3593038716#is_advertising=true&searchVariation=MLBU1449094107&backend_model=search-backend&position=10&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=10&ad_click_id=MGZiOTkyNDktYmY3NS00YjZiLWFlODctZTUzZDEzMTIyN2Yw;2025-10-06 05:34:07;2025-10-06 05:34:07;hp667;45;MÉDIA SUSPEITA;40-70%;214.7;30.4%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
95;116;Kit Cartucho Hp 667xl Original Preto E Colorido 2376 2774;Novo ;Compatível;369.1;285.9;100;5.0;0;RFGINFO;https://www.mercadolivre.com.br/kit-cartucho-hp-667xl-original-preto-e-colorido-2376-2774/up/MLBU1993937278?pdp_filters=item_id:MLB5074154782#is_advertising=true&searchVariation=MLBU1993937278&backend_model=search-backend&position=11&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=11&ad_click_id=Mjc4NzU4NmUtMzliOS00YTgwLWJmZTUtZmIyNzkzOTZhNDUx;2025-10-06 05:34:20;2025-10-06 05:34:20;hp667xl;45;MÉDIA SUSPEITA;40-70%;285.9;29.1%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
96;117;Cartucho De Tinta Hp 667 Cor Preto Do 2 Ml;Novo ;Original;75.78;69.9;1000;4.8;0;informticaponto;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-do-2-ml/p/MLB38358712?pdp_filters=item_id:MLB5109108250#is_advertising=true&searchVariation=MLB38358712&backend_model=search-backend&position=12&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=12&ad_click_id=ZTUwZmRhNzAtNDQ1ZS00MjZjLWJlZDktZDcxNzFlNTRhZmNk;2025-10-06 05:34:35;2025-10-06 05:34:35;hp667;30;BAIXA SUSPEITA;10-40%;69.9;8.4%;Vendedor não autorizado
97;118;Kit 2 Cartuchos De Tinta Hp 667 Preta 2376 2774 2776 2874;Novo ;Original;192.89;209.7;1000;4.7;0;LKF COMERCIO;https://www.mercadolivre.com.br/kit-2-cartuchos-de-tinta-hp-667-preta-2376-2774-2776-2874/up/MLBU1438490695?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3307578101&sid=search;2025-10-06 05:34:51;2025-10-06 05:34:51;hp667;30;BAIXA SUSPEITA;10-40%;209.7;-8.0%;Vendedor não autorizado
98;119;Kit Cartucho Hp 667xl Original Preto+color Para 2376, 2774;Novo ;Original;355.73;285.9;25;5.0;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/kit-cartucho-hp-667xl-original-pretocolor-para-2376-2774/p/MLB2039727254?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=14&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2966263923&sid=search;2025-10-06 05:35:03;2025-10-06 05:35:03;hp667xl;45;MÉDIA SUSPEITA;40-70%;285.9;24.4%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
99;120;Kit Com 3 Cartuchos Hp 667 Preto 2ml - 3ym79ab;Novo ;Original;214.9;209.7;5;5.0;0;Loja oficialMm Santos;https://www.mercadolivre.com.br/kit-com-3-cartuchos-hp-667-preto-2ml--3ym79ab/up/MLBU2527629669?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB5140674508&sid=search;2025-10-06 05:35:17;2025-10-06 05:35:17;3ym79ab;30;BAIXA SUSPEITA;10-40%;209.7;2.5%;Vendedor não autorizado
100;125;Kit Com 2 Cartuchos Hp 667 Preto Original Envio Imediato;Novo ;Original;151.1;139.8;500;4.7;0;vanvan;https://www.mercadolivre.com.br/kit-com-2-cartuchos-hp-667-preto-original-envio-imediato/up/MLBU1455879574?pdp_filters=item_id:MLB3670234132#is_advertising=true&searchVariation=MLBU1455879574&backend_model=search-backend&position=20&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=20&ad_click_id=NTg4NmY4MDQtZWNiYi00MTgyLThmNjQtNzM4ZWUwMTg0MGM3;2025-10-06 05:35:30;2025-10-06 05:35:30;hp667;45;MÉDIA SUSPEITA;40-70%;139.8;8.1%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
101;126;Kit Cartucho Hp 667 Preto E Colorido Original A4 Brinde;Novo ;Original;175.0;144.8;100;4.6;0;informticaponto;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-colorido-original-a4-brinde/p/MLB2040530384?pdp_filters=item_id%3AMLB3725986485#is_advertising=true&searchVariation=MLB2040530384&backend_model=search-backend&position=21&search_layout=grid&type=pad&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&ad_domain=VQCATCORE_LST&ad_position=21&ad_click_id=YmNkYWQ0MjMtYjY0YS00YjJiLWFiYWEtNjAzNGFiNWJiMzk5;2025-10-06 05:35:47;2025-10-06 05:35:47;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;20.9%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
102;127;Kit Cartucho Hp 667xl Colorido + Preto;Novo ;Original;274.9;285.9;100;4.6;0;DT20250325164552;https://www.mercadolivre.com.br/kit-cartucho-hp-667xl-colorido-preto/p/MLB44959957?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB5716232724&sid=search;2025-10-06 05:35:59;2025-10-06 05:35:59;hp667xl;30;BAIXA SUSPEITA;10-40%;285.9;-3.8%;Vendedor não autorizado
103;128;Kit Cartucho Tinta Original Hp667xl Preto/colorido 2376 2774;Novo ;Original;355.73;285.9;50;4.7;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/kit-cartucho-tinta-original-hp667xl-pretocolorido-2376-2774/up/MLBU753946327?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2966243518&sid=search;2025-10-06 05:36:13;2025-10-06 05:36:13;hp667xl;45;MÉDIA SUSPEITA;40-70%;285.9;24.4%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
104;129;Cartucho 667 Hp Preto Original 1275 2374 2376 2775 6476;Novo ;Original;63.9;69.9;100;4.6;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/cartucho-667-hp-preto-original--1275-2374--2376-2775--6476/up/MLBU750311445?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2685013441&sid=search;2025-10-06 05:36:25;2025-10-06 05:36:25;;65;MÉDIA SUSPEITA;40-70%;69.9;-8.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original', Número de parte (PN) inválido ou ausente
105;130;"Cartucho De Tinta Hp 664 Cor Preto/tricolor Do 4 Ml
MAIS VENDIDO
3º em Suprimentos de Impressão";Novo ;Original;169.09;144.8;10000;4.7;0;SMCORP;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-cor-pretotricolor-do-4-ml/p/MLB36804595?has_official_store=false&highlight=true&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB5107301780&sid=search;2025-10-06 05:36:37;2025-10-06 05:36:37;hp664;30;BAIXA SUSPEITA;10-40%;144.8;16.8%;Vendedor não autorizado
106;131;Cartucho De Tinta Hp 667 Preto E Colorido Advantage Original;Novo ;Original;156.9;144.8;5;5.0;0;vanvan;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-preto-e-colorido-advantage-original/up/MLBU1460114137?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3837311426&sid=search;2025-10-06 05:36:54;2025-10-06 05:36:54;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;8.4%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
107;133;Cartucho Tinta Original Hp 667 Preto Advantage 2376 2776;Novo ;Original;63.9;69.9;500;4.8;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/cartucho-tinta-original-hp-667-preto-advantage-2376-2776/up/MLBU750316871?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2685019906&sid=search;2025-10-06 05:37:43;2025-10-06 05:37:43;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;-8.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
108;136;Cartucho Hp 667 Xl Black Original;Novo ;Original;143.91;172.9;1000;4.4;0;TECNO EKN;https://www.mercadolivre.com.br/cartucho-hp-667-xl-black-original/up/MLBU1436486297?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2940953349&sid=search;2025-10-06 05:38:45;2025-10-06 05:38:45;hp667;70;ALTA SUSPEITA;70-95%;172.9;-16.8%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original', Preço -16.8% abaixo do sugerido (suspeito)
109;137;Cartucho Hp 667 Preto 2ml Original - 3ym79ab 2376,2776,6476;Novo ;Original;66.9;69.9;50;5.0;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/cartucho-hp-667-preto-2ml-original--3ym79ab-237627766476/up/MLBU1119104515?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3191084774&sid=search;2025-10-06 05:38:58;2025-10-06 05:38:58;3ym79ab;45;MÉDIA SUSPEITA;40-70%;69.9;-4.3%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
110;138;Kit Hp 667 Preto + Hp 667 Color + Papel A4 500fls;Novo ;Original;227.89;144.8;2;5.0;0;Loja oficialTELEDATICA;https://www.mercadolivre.com.br/kit-hp-667-preto-hp-667-color-papel-a4-500fls/p/MLB2038478907?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=33&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB1909618693&sid=search;2025-10-06 05:39:14;2025-10-06 05:39:14;hp667;30;BAIXA SUSPEITA;10-40%;144.8;57.4%;Vendedor não autorizado
111;139;Cartucho Tinta Original Hp 667xl 2776 2376 3ym81al Preto;Novo ;Original;195.2;172.9;5;5.0;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/cartucho-tinta-original-hp-667xl-2776-2376-3ym81al-preto/up/MLBU1119981741?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3243599681&sid=search;2025-10-06 05:39:30;2025-10-06 05:39:30;3ym81al;45;MÉDIA SUSPEITA;40-70%;172.9;12.9%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
112;142;Cartucho De Tinta Hp 667 Preto Original 1275 2376 2775 6475;Novo ;Original;63.9;69.9;3;5.0;0;MELIMELI12;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-preto-original-1275-2376-2775-6475/up/MLBU1980526192?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3634767189&sid=search;2025-10-06 05:40:37;2025-10-06 05:40:37;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;-8.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
113;143;Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776;Novo ;Original;176.9;144.8;100;4.6;0;mercadoall;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--667-colorido-original-2376-2776/up/MLBU1420175837?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2220064875&sid=search;2025-10-06 05:41:00;2025-10-06 05:41:00;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;22.2%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
114;145;Cartucho Hp 667 Preto Original 1275 2376 2775 2779;Novo ;Original;81.7;69.9;5;4.5;0;X1 MEGASTORE;https://www.mercadolivre.com.br/cartucho-hp-667-preto-original-1275-2376-2775-2779/up/MLBU1152360362?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3670171974&sid=search;2025-10-06 05:41:42;2025-10-06 05:41:42;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;16.9%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
115;146;Cartucho Hp 667 3ym79al Preto Original Lacrado Garantia Hp;Novo ;Original;69.99;69.9;50;4.7;0;THAISAGUIARDASILVASILVA;https://www.mercadolivre.com.br/cartucho-hp-667-3ym79al-preto-original-lacrado-garantia-hp/up/MLBU762815966?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3365389109&sid=search;2025-10-06 05:41:53;2025-10-06 05:41:53;3ym79al;45;MÉDIA SUSPEITA;40-70%;69.9;0.1%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
116;147;Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776;Novo ;Original;164.9;144.8;5;4.0;0;mercadoall;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--667-colorido-original-2376-2776/up/MLBU1420287679?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2220076665&sid=search;2025-10-06 05:42:08;2025-10-06 05:42:08;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;13.9%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
117;148;Tinta Hp 667 Preto Cartucho Original Para 1200 2300 2700;Novo ;Original;78.95;69.9;100;4.8;0;informticaponto;https://www.mercadolivre.com.br/tinta-hp-667-preto-cartucho-original-para-1200-2300-2700/up/MLBU1981739807?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB4037504450&sid=search;2025-10-06 05:42:23;2025-10-06 05:42:23;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;12.9%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
118;150;Kit 2 Cartuchos Hp 667 Preto Original 1200 2300 2700;Novo ;Original;179.8;139.8;100;4.9;0;informticaponto;https://www.mercadolivre.com.br/kit-2-cartuchos-hp-667-preto-original-1200-2300-2700/up/MLBU1973222797?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3491293019&sid=search;2025-10-06 05:43:08;2025-10-06 05:43:08;hp667;45;MÉDIA SUSPEITA;40-70%;139.8;28.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
119;152;Kit Cartucho Hp 667 3ym79al Preto + Hp 667 Colorido Original;Novo ;Original;175.99;144.8;5;4.0;0;NEXTGRU;https://www.mercadolivre.com.br/kit-cartucho-hp-667-3ym79al-preto--hp-667-colorido-original/up/MLBU1969746425?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3167370799&sid=search;2025-10-06 05:43:47;2025-10-06 05:43:47;3ym79al;45;MÉDIA SUSPEITA;40-70%;144.8;21.5%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
120;153;Kit Cartucho Hp 667 Preto E 667 Colorido Tinta;Novo ;Original;180.88;144.8;100;4.3;0;WEBBEST;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-667-colorido-tinta/p/MLB41255685?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB3865724035&sid=search;2025-10-06 05:44:01;2025-10-06 05:44:01;hp667;30;BAIXA SUSPEITA;10-40%;144.8;24.9%;Vendedor não autorizado
121;155;Combo Cartucho Hp 667 Preto 667 Colorido Original 2376 2774;Novo ;Original;191.99;144.8;50;4.3;0;siad;https://www.mercadolivre.com.br/combo-cartucho-hp-667-preto-667-colorido-original-2376-2774/up/MLBU752157473?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=50&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2788489996&sid=search;2025-10-06 05:44:54;2025-10-06 05:44:54;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;32.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
122;156;Kit Cartuchos Hp 667 Xl Preto Color 1275 2376 2775 2776 6475;Novo ;Original;409.99;285.9;500;4.8;0;SARAIVA COMERCIO;https://www.mercadolivre.com.br/kit-cartuchos-hp-667-xl-preto-color-1275-2376-2775-2776-6475/p/MLB2039728654?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=51&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB1953469447&sid=search;2025-10-06 05:53:10;2025-10-06 05:53:10;hp667;30;BAIXA SUSPEITA;10-40%;285.9;43.4%;Vendedor não autorizado
123;157;Cartucho De Tinta Hp 667 Preto Original Ink Advantage;Novo ;Original;112.68;69.9;100;4.1;0;PMM STORE;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-preto-original-ink-advantage/up/MLBU1720540729?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=52&type=product&tracking_id=f90ffdbc-5f26-4d45-bf89-18baebaf6a0e&wid=MLB2756501309&sid=search;2025-10-06 05:53:22;2025-10-06 05:53:22;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;61.2%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
