id;id_list_products;title;condition;procuct_type;price;suggested_price;sold;review_rating;review_amount;seller_name;url;created_at;updated_at;part_number_detectado;score_suspeita;classificacao;probabilidade_pirata;preco_sugerido;desvio_preco;motivos
41;41;Kit Cartuchos Hp 667 Preto Color 1275 2376 2775 2776 6475;Novo ;Original;179.99;144.8;1000;4.7;0;LKF COMERCIO;https://www.mercadolivre.com.br/kit-cartuchos-hp-667-preto-color-1275-2376-2775-2776-6475/p/MLB2038775193?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=7a600541-0708-4447-be8f-47426a873dc8&wid=MLB1618971373&sid=search;2025-10-06 05:20:26;2025-10-06 05:20:26;hp667;30;BAIXA SUSPEITA;10-40%;144.8;24.3%;Vendedor não autorizado
42;42;Kit 3 Cartucho Hp 667 667xl Deskjet 2776 Preto;Novo ;Original;296.33;518.7;500;4.6;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/kit-3-cartucho-hp-667-667xl-deskjet-2776-preto/p/MLB48075604?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=7a600541-0708-4447-be8f-47426a873dc8&wid=MLB4031888871&sid=search;2025-10-06 05:20:39;2025-10-06 05:20:39;hp667;80;ALTA SUSPEITA;70-95%;518.7;-42.9%;Vendedor não autorizado, Preço -42.9% abaixo do sugerido (suspeita de pirataria)
43;43;Kit Com 2 Cartuchos Hp 667 Preto Original Envio Imediato;Novo ;Original;151.1;139.8;500;4.7;0;vanvan;https://www.mercadolivre.com.br/kit-com-2-cartuchos-hp-667-preto-original-envio-imediato/up/MLBU1455879574?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=7a600541-0708-4447-be8f-47426a873dc8&wid=MLB3670234132&sid=search;2025-10-06 05:20:55;2025-10-06 05:20:55;hp667;45;MÉDIA SUSPEITA;40-70%;139.8;8.1%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
44;45;Kit 4 Cartucho Hp 667 667xl Deskjet 2776 Preto;Novo ;Original;385.66;691.6;100;4.2;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/kit-4-cartucho-hp-667-667xl-deskjet-2776-preto/p/MLB47981210?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=7a600541-0708-4447-be8f-47426a873dc8&wid=MLB4209751521&sid=search;2025-10-06 05:21:46;2025-10-06 05:21:46;hp667;80;ALTA SUSPEITA;70-95%;691.6;-44.2%;Vendedor não autorizado, Preço -44.2% abaixo do sugerido (suspeita de pirataria)
45;46;"3 Cartucho Hp 667 667xl Deskjet 2776 2376 6476 Preto
MAIS VENDIDO
4º em Cartuchos de Tinta HP";Novo ;Original;314.33;518.7;1000;4.4;0;DL20250527161415;https://www.mercadolivre.com.br/3-cartucho-hp-667-667xl-deskjet-2776-2376-6476-preto/p/MLB37246120?has_official_store=false&highlight=true&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=7a600541-0708-4447-be8f-47426a873dc8&wid=MLB4141897403&sid=search;2025-10-06 05:22:00;2025-10-06 05:22:00;hp667;80;ALTA SUSPEITA;70-95%;518.7;-39.4%;Vendedor não autorizado, Preço -39.4% abaixo do sugerido (suspeita de pirataria)
46;47;Cartucho Hp 667xl Preto E Color. 03 Preto E 02 Colorido;Novo ;Original;435.9;345.8;100;4.5;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/cartucho-hp-667xl-preto-e-color-03-preto-e-02-colorido/p/MLB47976494?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=7a600541-0708-4447-be8f-47426a873dc8&wid=MLB5350101310&sid=search;2025-10-06 05:22:16;2025-10-06 05:22:16;hp667xl;30;BAIXA SUSPEITA;10-40%;345.8;26.1%;Vendedor não autorizado
47;48;Cartucho 667 Hp Preto Original 1275 2374 2376 2775 6476;Novo ;Original;64.9;69.9;100;4.7;0;vanvan;https://www.mercadolivre.com.br/cartucho-667-hp-preto-original--1275-2374--2376-2775--6476/up/MLBU1444272577?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=7a600541-0708-4447-be8f-47426a873dc8&wid=MLB3389954163&sid=search;2025-10-06 05:22:31;2025-10-06 05:22:31;;65;MÉDIA SUSPEITA;40-70%;69.9;-7.2%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original', Número de parte (PN) inválido ou ausente
48;49;"HP 667XL Cartucho de tinta Preta 3ym80al
MAIS VENDIDO
11º em Cartuchos de Tinta";Novo ;Original;154.57;172.9;1000;4.5;0;MVCARTUCHOS8;https://www.mercadolivre.com.br/hp-667xl-cartucho-de-tinta-preta-3ym80al/p/MLB22549449?pdp_filters=item_id:MLB4134323475#is_advertising=true&searchVariation=MLB22549449&backend_model=search-backend&position=1&search_layout=grid&type=pad&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=NWY1YjQyNGEtYTQ1MC00OTRhLTlhYmEtODU0MGUxODU0N2Zm;2025-10-06 05:22:48;2025-10-06 05:22:48;3ym80al;30;BAIXA SUSPEITA;10-40%;172.9;-10.6%;Vendedor não autorizado
49;50;Kit De Cartuchos Originais Hp 667 Xl Black + Color;Novo ;Original;284.57;345.8;100;4.2;0;TECNO EKN;https://www.mercadolivre.com.br/kit--de-cartuchos-originais-hp-667-xl-black--color/up/MLBU1440498316?pdp_filters=item_id:MLB2940742305#is_advertising=true&searchVariation=MLBU1440498316&backend_model=search-backend&position=2&search_layout=grid&type=pad&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=MTZiNzc3YWItMGE4NC00MjliLWJlZDMtNjQxZmE0OTk0ZjEx;2025-10-06 05:23:02;2025-10-06 05:23:02;hp667;55;MÉDIA SUSPEITA;40-70%;345.8;-17.7%;Vendedor não autorizado, Preço -17.7% abaixo do sugerido (suspeito)
50;51;"Kit Cartucho Hp 667 667xl Deskjet 2776 Preto E Color Full
MAIS VENDIDO
15º em Cartuchos de Tinta HP";Novo ;Original;262.67;285.9;1000;4.6;0;DL20250527161415;https://www.mercadolivre.com.br/kit-cartucho-hp-667-667xl-deskjet-2776-preto-e-color-full/p/MLB48152766?pdp_filters=item_id:MLB4159307791#is_advertising=true&searchVariation=MLB48152766&backend_model=search-backend&position=3&search_layout=grid&type=pad&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&ad_domain=VQCATCORE_LST&ad_position=3&ad_click_id=YWU1MDhjMDItMTQxYi00ZWM2LThjZWQtZDA4NDEzMzA5MWMw;2025-10-06 05:23:20;2025-10-06 05:23:20;hp667;30;BAIXA SUSPEITA;10-40%;285.9;-8.1%;Vendedor não autorizado
51;52;Cartucho 667 Hp Preto Original P/ Hp 2376 2774 2776 Com Nf;Novo ;Original;76.9;69.9;5000;4.7;0;VIIT;https://www.mercadolivre.com.br/cartucho-667-hp-preto-original-p-hp-2376-2774-2776-com-nf/up/MLBU1093890209?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB1849964605&sid=search;2025-10-06 05:23:37;2025-10-06 05:23:37;hp2376;45;MÉDIA SUSPEITA;40-70%;69.9;10.0%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
52;53;Cartucho de tinta preto e tricolor Hp 667xl;Novo ;Original;379.08;345.8;50;5.0;0;CASAPRINT SPEED;https://www.mercadolivre.com.br/cartucho-de-tinta-preto-e-tricolor-hp-667xl/p/MLB43758113?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3926057571&sid=search;2025-10-06 05:23:51;2025-10-06 05:23:51;hp667xl;30;BAIXA SUSPEITA;10-40%;345.8;9.6%;Vendedor não autorizado
53;54;Kit Cartucho Hp 667xl Original Preto E Colorido 2376 2774;Novo ;Compatível;369.1;285.9;100;5.0;0;RFGINFO;https://www.mercadolivre.com.br/kit-cartucho-hp-667xl-original-preto-e-colorido-2376-2774/up/MLBU1993937278?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB5074154782&sid=search;2025-10-06 05:24:06;2025-10-06 05:24:06;hp667xl;45;MÉDIA SUSPEITA;40-70%;285.9;29.1%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
54;55;Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776;Novo ;Original;177.72;144.8;100;4.7;0;informticaponto;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--667-colorido-original-2376-2776/up/MLBU2193005488?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2788449919&sid=search;2025-10-06 05:24:20;2025-10-06 05:24:20;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;22.7%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
55;56;Cartucho Hp 667xl Preto E Color. 02 Preto E 01 Colorido;Novo ;Original;401.85;518.7;1000;4.4;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/cartucho-hp-667xl-preto-e-color-02-preto-e-01-colorido/p/MLB38632061?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=8&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB4958865268&sid=search;2025-10-06 05:24:32;2025-10-06 05:24:32;hp667xl;55;MÉDIA SUSPEITA;40-70%;518.7;-22.5%;Vendedor não autorizado, Preço -22.5% abaixo do sugerido (suspeito)
56;57;Kit 2 Cartuchos Hp 667 Preto E Hp 667 Colorido Hp Com Nf;Novo ;Original;198.9;214.7;500;4.7;0;PMM STORE;https://www.mercadolivre.com.br/kit-2-cartuchos-hp-667-preto-e-hp-667-colorido-hp-com-nf/up/MLBU1720528161?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2756526914&sid=search;2025-10-06 05:24:45;2025-10-06 05:24:45;hp667;30;BAIXA SUSPEITA;10-40%;214.7;-7.4%;Vendedor não autorizado
57;58;Cartuchos De Tinta Original Hp 667 Kit 2 Preto 1 Colorido;Novo ;Original;279.9;214.7;100;4.7;0;Loja oficialTec Print;https://www.mercadolivre.com.br/cartuchos-de-tinta-original-hp-667-kit-2-preto-1-colorido/up/MLBU1449094107?pdp_filters=item_id:MLB3593038716#is_advertising=true&searchVariation=MLBU1449094107&backend_model=search-backend&position=10&search_layout=grid&type=pad&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&ad_domain=VQCATCORE_LST&ad_position=10&ad_click_id=NjI1YTRjMTUtZjczYy00MDE1LThkN2ItMmFmZDUxMWQ5ODVi;2025-10-06 05:25:00;2025-10-06 05:25:00;hp667;45;MÉDIA SUSPEITA;40-70%;214.7;30.4%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
58;59;Kit Cartucho Hp 667xl Original Preto E Colorido 2376 2774;Novo ;Compatível;369.1;285.9;100;5.0;0;RFGINFO;https://www.mercadolivre.com.br/kit-cartucho-hp-667xl-original-preto-e-colorido-2376-2774/up/MLBU1993937278?pdp_filters=item_id:MLB5074154782#is_advertising=true&searchVariation=MLBU1993937278&backend_model=search-backend&position=11&search_layout=grid&type=pad&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&ad_domain=VQCATCORE_LST&ad_position=11&ad_click_id=Y2MzNjM0Y2ItN2RhNi00NGRmLWE5MDEtYmMyYjUzMmM2N2Ni;2025-10-06 05:25:13;2025-10-06 05:25:13;hp667xl;45;MÉDIA SUSPEITA;40-70%;285.9;29.1%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
59;60;Cartucho De Tinta Hp 667 Cor Preto Do 2 Ml;Novo ;Original;75.78;69.9;1000;4.8;0;informticaponto;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-do-2-ml/p/MLB38358712?pdp_filters=item_id:MLB5109108250#is_advertising=true&searchVariation=MLB38358712&backend_model=search-backend&position=12&search_layout=grid&type=pad&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&ad_domain=VQCATCORE_LST&ad_position=12&ad_click_id=MjEwNzY4YjQtZTc5YS00MzE2LTgwZDYtODE2OWQ2MjMwZDZj;2025-10-06 05:25:29;2025-10-06 05:25:29;hp667;30;BAIXA SUSPEITA;10-40%;69.9;8.4%;Vendedor não autorizado
60;61;Kit Cartuchos Tinta Hp 667 Preto + Hp 667 Color Menor Preço;Novo ;Original;139.9;144.8;500;4.7;0;MELIMELI12;https://www.mercadolivre.com.br/kit-cartuchos-tinta-hp-667-preto--hp-667-color-menor-preco/up/MLBU1976103879?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3634832101&sid=search;2025-10-06 05:25:42;2025-10-06 05:25:42;hp667;30;BAIXA SUSPEITA;10-40%;144.8;-3.4%;Vendedor não autorizado
61;62;Cartucho De Tinta Hp 667 Preto Original 1275 2376 2775 6475;Novo ;Original;63.9;69.9;100;4.7;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-preto-original-1275-2376-2775-6475/up/MLBU750365031?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=14&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2685019937&sid=search;2025-10-06 05:25:56;2025-10-06 05:25:56;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;-8.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
62;63;Kit 2 Cartuchos Original Hp 667xl Preto 1275 2376 2775 2776;Novo ;Original;409.99;345.8;50;5.0;0;LKF COMERCIO;https://www.mercadolivre.com.br/kit-2-cartuchos-original-hp-667xl-preto-1275-2376-2775-2776/p/MLB2038779645?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2812227055&sid=search;2025-10-06 05:26:13;2025-10-06 05:26:13;hp667xl;45;MÉDIA SUSPEITA;40-70%;345.8;18.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
63;64;Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776;Novo ;Original;179.99;144.8;500;4.7;0;siad;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--667-colorido-original-2376-2776/up/MLBU797189802?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2179140536&sid=search;2025-10-06 05:26:30;2025-10-06 05:26:30;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;24.3%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
64;66;"Cartucho Hp 667xl Preto 8,5ml
MAIS VENDIDO
7º em Cartuchos de Tinta";Novo ;Original;109.0;172.9;1000;4.7;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/cartucho-hp-667xl-preto-85ml/p/MLB37822949?has_official_store=false&highlight=true&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=18&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB4209737947&sid=search;2025-10-06 05:26:44;2025-10-06 05:26:44;hp667xl;80;ALTA SUSPEITA;70-95%;172.9;-37.0%;Vendedor não autorizado, Preço -37.0% abaixo do sugerido (suspeita de pirataria)
65;84;Kit 2 Cartucho Hp 667 667xl Deskjet 2776 Preto;Novo ;Original;211.9;345.8;1000;4.4;0;Loja oficialPark Ecom;https://www.mercadolivre.com.br/kit-2-cartucho-hp-667-667xl-deskjet-2776-preto/up/MLBU759905062?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3208180972&sid=search;2025-10-06 05:26:56;2025-10-06 05:26:56;hp667;80;ALTA SUSPEITA;70-95%;345.8;-38.7%;Vendedor não autorizado, Preço -38.7% abaixo do sugerido (suspeita de pirataria)
66;85;Kit Cartuchos Tinta Hp 667 Preto + Hp 667 Color Menor Preço;Novo ;Original;143.9;144.8;500;4.8;0;OBERO INFORMATICA;https://www.mercadolivre.com.br/kit-cartuchos-tinta-hp-667-preto--hp-667-color-menor-preco/up/MLBU750365079?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2685042135&sid=search;2025-10-06 05:27:12;2025-10-06 05:27:12;hp667;30;BAIXA SUSPEITA;10-40%;144.8;-0.6%;Vendedor não autorizado
67;86;Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776;Novo ;Original;181.89;144.8;100;4.9;0;SMCORP;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--667-colorido-original-2376-2776/up/MLBU1722511938?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2220488064&sid=search;2025-10-06 05:27:26;2025-10-06 05:27:26;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;25.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
68;87;Kit Cartucho De Tinta Hp 667xl Preto + Colorido;Novo ;Original;350.5;285.9;500;4.4;0;TOTALVENDAS;https://www.mercadolivre.com.br/kit-cartucho-de-tinta-hp-667xl-preto-colorido/p/MLB39023091?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB4011006703&sid=search;2025-10-06 05:27:39;2025-10-06 05:27:39;hp667xl;30;BAIXA SUSPEITA;10-40%;285.9;22.6%;Vendedor não autorizado
69;88;"Kit Cartuchos Hp 667 Xl Preto + Xl Color 2376 2776
MAIS VENDIDO
11º em Cartuchos de Tinta";Novo ;Original;287.38;285.9;100;4.5;0;MVCARTUCHOS10;https://www.mercadolivre.com.br/kit-cartuchos-hp-667-xl-preto-xl-color-2376-2776/p/MLB39046709?has_official_store=false&highlight=true&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB5716092306&sid=search;2025-10-06 05:27:54;2025-10-06 05:27:54;hp667;30;BAIXA SUSPEITA;10-40%;285.9;0.5%;Vendedor não autorizado
70;89;Cartucho de tinta preta Hp 667xl;Novo ;Original;157.0;172.9;5000;4.7;0;YUKIINFORMATICA;https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-667xl/p/MLB36803813?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3794287525&sid=search;2025-10-06 05:28:15;2025-10-06 05:28:15;hp667xl;30;BAIXA SUSPEITA;10-40%;172.9;-9.2%;Vendedor não autorizado
71;90;Kit Cartucho Hp 667 Preto + Hp 667 Colorido Original /;Novo ;Original;155.1;144.8;100;4.8;0;vanvan;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--hp-667-colorido-original-/up/MLBU1458351846?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3670252660&sid=search;2025-10-06 05:28:29;2025-10-06 05:28:29;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;7.1%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
72;91;Combo Cartucho Tintas Hp 667 Impressora Deskjet Advantage;Novo ;Original;180.99;144.8;25;5.0;0;siad;https://www.mercadolivre.com.br/combo-cartucho-tintas-hp-667-impressora-deskjet-advantage/p/MLB2041576888?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2788285656&sid=search;2025-10-06 05:28:43;2025-10-06 05:28:43;hp667;30;BAIXA SUSPEITA;10-40%;144.8;25.0%;Vendedor não autorizado
73;92;Kit Cartucho Hp 667 Preto E 667 Colorido Original Tinta;Novo ;Original;164.9;144.8;100;4.8;0;mercadoall;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-667-colorido-original-tinta/up/MLBU1433343986?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=44&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2896897115&sid=search;2025-10-06 05:28:57;2025-10-06 05:28:57;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;13.9%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
74;93;Kit Cartuchos Tinta Hp 667 Preto + Hp 667 Color;Novo ;Original;143.9;144.8;5;5.0;0;TC20240813115050;https://www.mercadolivre.com.br/kit-cartuchos-tinta-hp-667-preto--hp-667-color/up/MLBU1074614125?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3846463719&sid=search;2025-10-06 05:29:16;2025-10-06 05:29:16;hp667;30;BAIXA SUSPEITA;10-40%;144.8;-0.6%;Vendedor não autorizado
75;94;Kit 2 Cartucho Hp 667 Preto E Color Hp Deskjet 2376 2874;Novo ;Original;206.32;144.8;50;5.0;0;reciclemaiscartuchos;https://www.mercadolivre.com.br/kit-2-cartucho-hp-667-preto-e-color-hp-deskjet-2376-2874/up/MLBU3165356544?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB5377910872&sid=search;2025-10-06 05:29:31;2025-10-06 05:29:31;hp667;30;BAIXA SUSPEITA;10-40%;144.8;42.5%;Vendedor não autorizado
76;95;Cartucho Hp 667 Xl Original Preto 2374 A 2376 2775 2776 6475;Novo ;Original;219.99;172.9;100;4.8;0;SARAIVA COMERCIO;https://www.mercadolivre.com.br/cartucho-hp-667-xl-original-preto-2374-a-2376-2775-2776-6475/up/MLBU1410078393?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB1811715371&sid=search;2025-10-06 05:29:43;2025-10-06 05:29:43;hp667;45;MÉDIA SUSPEITA;40-70%;172.9;27.2%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
77;96;Cartucho 667 Preto Original Hp 2374 2376 2775 2776 6476;Novo ;Original;95.89;69.9;1000;4.7;0;Loja oficialPrimer Print;https://www.mercadolivre.com.br/cartucho-667-preto-original-hp-2374-2376-2775-2776-6476/up/MLBU1962478485?has_official_store=false&highlight=false&headerTopBrand=true#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB1742564208&sid=search;2025-10-06 05:29:55;2025-10-06 05:29:55;hp2374;45;MÉDIA SUSPEITA;40-70%;69.9;37.2%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
78;97;Cartucho Preto Hp 667xl Original 2376 2774;Novo ;Original;205.8;172.9;50;4.5;0;RFGINFO;https://www.mercadolivre.com.br/cartucho-preto-hp-667xl-original-2376-2774/up/MLBU1816718016?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=49&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB5095464962&sid=search;2025-10-06 05:30:10;2025-10-06 05:30:10;hp667xl;45;MÉDIA SUSPEITA;40-70%;172.9;19.0%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
79;98;Kit Com 2 Cartuchos Hp 667 Preto 2ml - 3ym79ab;Novo ;Original;139.9;139.8;100;5.0;0;Loja oficialMm Santos;https://www.mercadolivre.com.br/kit-com-2-cartuchos-hp-667-preto-2ml-3ym79ab/p/MLB49087253?has_official_store=false&highlight=true&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=50&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB5578305546&sid=search;2025-10-06 05:30:23;2025-10-06 05:30:23;3ym79ab;30;BAIXA SUSPEITA;10-40%;139.8;0.1%;Vendedor não autorizado
80;99;Cartucho Hp 667 Preto Original Hp 3ym79ab - 2376 2776 6476;Novo ;Original;105.89;69.9;25;4.6;0;SMCORP;https://www.mercadolivre.com.br/cartucho-hp-667-preto-original-hp-3ym79ab--2376-2776-6476/up/MLBU1718322077?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=51&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB2220447246&sid=search;2025-10-06 05:30:36;2025-10-06 05:30:36;3ym79ab;45;MÉDIA SUSPEITA;40-70%;69.9;51.5%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
81;101;Kit Cartucho Hp 667 Preto + 667 Colorido Original 2376 2776;Novo ;Original;156.9;144.8;25;4.6;0;vanvan;https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto--667-colorido-original-2376-2776/up/MLBU1460095295?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=53&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3837333206&sid=search;2025-10-06 05:30:51;2025-10-06 05:30:51;hp667;45;MÉDIA SUSPEITA;40-70%;144.8;8.4%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
82;103;Cartucho De Tinta Hp 667 Preto Original P/ 2776, 2775, 2376;Novo ;Original;63.9;69.9;5;4.0;0;TC20240813115050;https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-preto-original-p-2776-2775-2376/up/MLBU776027490?has_official_store=false&highlight=false&headerTopBrand=false#polycard_client=search-nordic&search_layout=grid&position=55&type=product&tracking_id=f105c485-694f-47c8-9d45-38c75692db18&wid=MLB3822586385&sid=search;2025-10-06 05:31:05;2025-10-06 05:31:05;hp667;45;MÉDIA SUSPEITA;40-70%;69.9;-8.6%;Vendedor não autorizado, Vendedor não autorizado vendendo produto 'original'
